file; total_energy;total_F;total_SFM; speech;
file DKITCHEN-11-ch15.wav ;4.877.432.559.312.560;34.107.814.583.333.300;-0.048322048533098634; no; 
file DKITCHEN-11-ch16.wav ;4.835.768.798.583.320;34.227.842.083.333.300;0.03862263712823745; no; 
file DKITCHEN-12-ch01.wav ;49.180.163.285.826.900;30.137.532.500.000.000;-0.4802103573911884; no; 
file DKITCHEN-12-ch02.wav ;50.008.116.507.675.400;37.509.375.000.000.000;-0.48019311681018756; no; 
file DKITCHEN-12-ch03.wav ;5.021.992.041.155.850;6.062.515.250.000.000;-0.5656775281209637; no; 
file DKITCHEN-12-ch04.wav ;4.945.742.998.799.630;42.310.575.000.000.000;-0.4549141353776961; no; 
file DKITCHEN-12-ch05.wav ;5.112.150.485.993.750;5.613.403.000.000.000;-0.49616569912380637; no; 
file DKITCHEN-12-ch06.wav ;4.955.250.044.556.360;6.084.520.750.000.000;-0.5293930122282168; no; 
file DKITCHEN-12-ch07.wav ;49.635.854.251.853.200;6.033.508;-0.39786178232693475; no; 
file DKITCHEN-12-ch08.wav ;4.982.891.924.585.050;6.544.635.750.000.000;-0.4040607992769216; no; 
file DKITCHEN-12-ch09.wav ;5.129.362.018.003.120;5.613.403.000.000.000;-0.3478056980386194; no; 
file DKITCHEN-12-ch10.wav ;4.864.754.926.848.060;11.360.839.500.000.000;-0.32384472043709617; no; 
file DKITCHEN-12-ch11.wav ;48.910.804.176.999.800;11.811.952.250.000.000;-0.3678442500105046; no; 
file DKITCHEN-12-ch12.wav ;48.783.799.440.948.100;30.007.500.000.000.000;-0.3439217348938545; no; 
file DKITCHEN-12-ch13.wav ;4.979.242.696.741.220;7.853.963.000.000.000;-0.4730840451835155; no; 
file DKITCHEN-12-ch14.wav ;49.975.770.516.901.500;11.811.952.250.000.000;-0.4562314157181094; no; 
file DKITCHEN-12-ch15.wav ;4.939.506.524.752.460;7.784.945.750.000.000;-0.3525560264178661; no; 
file DKITCHEN-12-ch16.wav ;48.979.377.468.234.500;7.784.945.750.000.000;-0.3758086370809191; no; 
file DKITCHEN-13-ch01.wav ;50.085.520.014.661.000;9.527.379.633.333.330;-0.24061807097473048; no; 
file DKITCHEN-13-ch02.wav ;5.094.987.921.534.460;7.369.795.445.833.330;-0.24658947338378606; no; 
file DKITCHEN-13-ch03.wav ;50.938.606.829.372.200;9.524.778.929.166.660;-0.2533849996395154; no; 
file DKITCHEN-13-ch04.wav ;50.277.759.854.784.000;9.523.578.604.166.660;-0.29159650991962327; no; 
file DKITCHEN-13-ch05.wav ;517.918.033.134.381;7.357.992.249.999.990;-0.15414536931219663; no; 
file DKITCHEN-13-ch06.wav ;50.148.058.175.929.100;7.370.695.689.583.330;-0.1273031638673939; no; 
file DKITCHEN-13-ch07.wav ;5.058.823.396.132.560;951.587.651.875;-0.28572310656968397; no; 
file DKITCHEN-13-ch08.wav ;5.061.467.722.589.740;3.059.828.479.166.660;-0.2873862150563743; no; 
file DKITCHEN-13-ch09.wav ;51.986.921.498.475.900;3.704.002.895.833.330;-0.1729090118830566; no; 
file DKITCHEN-13-ch10.wav ;4.960.894.263.299.460;8.901.410.145.833.330;-0.27168104941902127; no; 
file DKITCHEN-13-ch11.wav ;4.988.898.167.479.420;9.523.578.604.166.660;-0.214774066848262; no; 
file DKITCHEN-13-ch12.wav ;4.958.994.464.165.980;9.528.980.066.666.660;-0.1525668804451322; no; 
file DKITCHEN-13-ch13.wav ;50.472.465.089.582.100;3.217.871.270.833.330;-0.16457558609149428; no; 
file DKITCHEN-13-ch14.wav ;506.607.081.895.184;32.018.669.374.999.900;-0.23436808993293443; no; 
file DKITCHEN-13-ch15.wav ;5.042.078.113.936.570;13.458.644.062.499.900;-0.23742455849902475; no; 
file DKITCHEN-13-ch16.wav ;49.771.690.751.969.200;9.509.374.758.333.330;-0.17436335361214284; no; 
file DKITCHEN-14-ch01.wav ;51.580.496.281.767.500;3.611.052.916.666.660;-0.4929789739196313; no; 
file DKITCHEN-14-ch02.wav ;5.233.001.494.937.900;5.258.533.291.666.660;-0.4287872195198603; no; 
file DKITCHEN-14-ch03.wav ;5.242.371.981.458.650;37.350.890.833.333.300;-0.4715404827274243; no; 
file DKITCHEN-14-ch04.wav ;5.169.466.794.729.970;37.350.890.833.333.300;-0.4410787305610469; no; 
file DKITCHEN-14-ch05.wav ;5.333.281.092.685.670;3.437.002.166.666.660;-0.35607348386374643; no; 
file DKITCHEN-14-ch06.wav ;5.159.347.043.711.730;37.350.890.833.333.300;-0.33980158226383206; no; 
file DKITCHEN-14-ch07.wav ;52.062.197.008.925.900;72.366.100.625;-0.5474814131735131; no; 
file DKITCHEN-14-ch08.wav ;51.976.099.001.101.200;8.804.067.104.166.660;-0.3189672995936732; no; 
file DKITCHEN-14-ch09.wav ;53.513.981.249.271.000;6.112.082.170.833.330;-0.44117220088484543; no; 
file DKITCHEN-14-ch10.wav ;51.081.365.879.426.200;61.046.800.125;-0.6355157609906544; no; 
file DKITCHEN-14-ch11.wav ;513.715.429.638.613;6.106.980.683.333.330;-0.40093881122902025; no; 
file DKITCHEN-14-ch12.wav ;5.109.086.442.234.220;6.102.779.458.333.330;-0.3014206328837772; no; 
file DKITCHEN-14-ch13.wav ;51.998.236.515.126.900;61.049.801;-0.32891570299655265; no; 
file DKITCHEN-14-ch14.wav ;5.218.288.711.685.200;39.044.384.625.000.000;-0.536681891538049; no; 
file DKITCHEN-14-ch15.wav ;5.185.961.549.072.140;6.107.280.770.833.330;-0.47796208159516546; no; 
file DKITCHEN-14-ch16.wav ;5.122.793.812.459.280;6.093.076.629.166.660;-0.39925270219743386; no; 
file DKITCHEN-15-ch01.wav ;4.960.321.626.393.280;3.655.141.875;-0.27705165209875793; no; 
file DKITCHEN-15-ch02.wav ;504.123.100.728.457;3.655.141.875;-0.23829722278616589; no; 
file DKITCHEN-15-ch03.wav ;503.797.622.510.093;3.655.141.875;-0.4038298836841171; no; 
file DKITCHEN-15-ch04.wav ;49.728.423.113.577.500;402.955.884.375;-0.286354576217008; no; 
file DKITCHEN-15-ch05.wav ;5.127.658.273.283.190;3.647.139.375;-0.439379554966951; no; 
file DKITCHEN-15-ch06.wav ;49.515.516.768.511.900;3.647.139.375;-0.2209318604361384; no; 
file DKITCHEN-15-ch07.wav ;5.008.408.808.777.960;3.647.139.375;-0.26788802074624646; no; 
file DKITCHEN-15-ch08.wav ;5.001.106.960.191.410;31.179.740.625;-0.20525608449524857; no; 
file DKITCHEN-15-ch09.wav ;5.149.617.538.458.880;4.123.288.125;-0.2886375765026237; no; 
file DKITCHEN-15-ch10.wav ;4.902.362.675.265.260;34.490.775;-0.33323984634161286; no; 
file DKITCHEN-15-ch11.wav ;4.945.102.091.763.860;36.341.353.125;-0.26736273216787054; no; 
file DKITCHEN-15-ch12.wav ;4.907.913.269.746.220;3.647.139.375;-0.15426834071116083; no; 
file DKITCHEN-15-ch13.wav ;4.988.332.816.452.830;4.119.286.875;-0.17178167519037563; no; 
file DKITCHEN-15-ch14.wav ;5.001.460.165.149.470;31.179.740.625;-0.2206544648586834; no; 
file DKITCHEN-15-ch15.wav ;4.987.874.683.515.310;31.179.740.625;-0.23451166901864579; no; 
file DKITCHEN-15-ch16.wav ;49.234.392.794.314.000;36.341.353.125;-0.23551953151155092; no; 
file DKITCHEN-16-ch01.wav ;495.412.618.971.067;31.010.333.333.333.300;-0.04425277825197451; no; 
file DKITCHEN-16-ch02.wav ;504.323.851.052.555;31.360.450.000.000.000;-0.06124365770504918; no; 
file DKITCHEN-16-ch03.wav ;50.412.126.363.099.300;31.880.623.333.333.300;-0.09041373830435691; no; 
file DKITCHEN-16-ch04.wav ;49.831.562.738.291.300;3.165.054.666.666.660;-0.07850629869081079; no; 
file DKITCHEN-16-ch05.wav ;5.127.065.485.197.580;34.731.573.333.333.300;-0.055802519051152216; no; 
file DKITCHEN-16-ch06.wav ;49.748.479.760.654.300;3.193.064;0.028400041106199363; no; 
file DKITCHEN-16-ch07.wav ;501.469.914.067.207;34.291.426.666.666.600;-0.14480593757100887; no; 
file DKITCHEN-16-ch08.wav ;5.020.099.920.789.150;32.120.703.333.333.300;-0.16385253953130974; no; 
file DKITCHEN-16-ch09.wav ;51.549.593.083.447.000;33.231.073.333.333.300;-0.07049288312896158; no; 
file DKITCHEN-16-ch10.wav ;4.911.325.538.630.420;3.139.046;-0.1894566710354006; no; 
file DKITCHEN-16-ch11.wav ;4.946.678.306.230.440;3.165.054.666.666.660;-0.15117802783025663; no; 
file DKITCHEN-16-ch12.wav ;4.913.090.255.926.240;31.790.593.333.333.300;-0.08367480778165187; no; 
file DKITCHEN-16-ch13.wav ;50.027.232.109.824.500;4.143.380.666.666.660;-0.040428256198096583; no; 
file DKITCHEN-16-ch14.wav ;50.271.556.988.394.100;41.613.866.666.666.600;-0.12102142351518787; no; 
file DKITCHEN-16-ch15.wav ;49.888.427.115.236.100;31.560.516.666.666.600;-0.13350710567496846; no; 
file DKITCHEN-16-ch16.wav ;4.937.192.973.735.570;3.346.115;-0.06187362000740932; no; 
file DKITCHEN-17-ch01.wav ;4.992.563.128.019.670;3.030.072.770.833.330;0.02791322379019431; no; 
file DKITCHEN-17-ch02.wav ;5.078.366.495.252.660;8.323.947.020.833.330;-0.029921334070356045; no; 
file DKITCHEN-17-ch03.wav ;50.837.168.837.806.800;9.537.376.625.000.000;-0.06267277134568419; no; 
file DKITCHEN-17-ch04.wav ;5.011.447.626.508.470;30.400.763.125.000.000;-0.030526675483590622; no; 
file DKITCHEN-17-ch05.wav ;51.711.550.236.549.000;4.603.629.875.000.000;-0.034612910703551006; no; 
file DKITCHEN-17-ch06.wav ;5.001.607.443.284.460;20.476.249.437.500.000;0.0021431886196519494; no; 
file DKITCHEN-17-ch07.wav ;50.479.079.569.258.900;20.703.329.833.333.300;-0.008584065711335543; no; 
file DKITCHEN-17-ch08.wav ;5.052.244.125.129.390;2.050.425.935.416.660;-0.05981418118511087; no; 
file DKITCHEN-17-ch09.wav ;5.195.214.384.444.870;4.603.629.875.000.000;-0.005443116610714607; no; 
file DKITCHEN-17-ch10.wav ;49.450.389.189.658.300;2.942.041.604.166.660;-0.012652664428818147; no; 
file DKITCHEN-17-ch11.wav ;4.996.947.524.554.730;34.502.215.208.333.300;0.017214370369898167; no; 
file DKITCHEN-17-ch12.wav ;497.269.934.822.372;20.689.324.875;-0.0008532688067544305; no; 
file DKITCHEN-17-ch13.wav ;5.034.750.629.096.930;34.122.080.625.000.000;0.03168398851132628; no; 
file DKITCHEN-17-ch14.wav ;5.065.605.225.917.810;30.400.763.125.000.000;0.039794352835862586; no; 
file DKITCHEN-17-ch15.wav ;5.059.268.782.705.420;8.221.910.895.833.330;-0.05336562130849496; no; 
file DKITCHEN-17-ch16.wav ;5.009.346.519.364.180;8.325.947.729.166.660;0.0038272995301691553; no; 
file DKITCHEN-18-ch01.wav ;4.998.933.667.015.510;9.663.422.425;-0.29575402841848336; no; 
file DKITCHEN-18-ch02.wav ;5.083.592.350.661.380;3.945.479;-0.2669893160050996; no; 
file DKITCHEN-18-ch03.wav ;50.845.407.574.665;93.197.936.125;-0.26441486380135293; no; 
file DKITCHEN-18-ch04.wav ;5.025.066.982.591.790;3.945.479;-0.23936775680072656; no; 
file DKITCHEN-18-ch05.wav ;5.165.697.536.188.870;3.426.284.375;-0.26984507073884323; no; 
file DKITCHEN-18-ch06.wav ;50.103.562.841.982.300;3.945.479;-0.13642506533440316; no; 
file DKITCHEN-18-ch07.wav ;5.052.003.688.459.310;3.945.479;-0.3406645319948078; no; 
file DKITCHEN-18-ch08.wav ;5.053.865.743.956.350;33.952.727.500.000.000;-0.3421467730564105; no; 
file DKITCHEN-18-ch09.wav ;5.194.533.315.635.570;91.423.270.875;-0.313749014481132; no; 
file DKITCHEN-18-ch10.wav ;495.217.039.009.908;92.287.594.875;-0.43099193127533286; no; 
file DKITCHEN-18-ch11.wav ;4.985.546.824.404.330;343.928.925;-0.3410945866420745; no; 
file DKITCHEN-18-ch12.wav ;49.481.007.573.824.800;3.945.479;-0.28492671965412913; no; 
file DKITCHEN-18-ch13.wav ;50.352.428.230.472.800;3.426.284.375;-0.2232997853012229; no; 
file DKITCHEN-18-ch14.wav ;5.062.458.160.554.360;5.001.875;-0.29342289768274216; no; 
file DKITCHEN-18-ch15.wav ;50.300.597.115.852.800;5.001.875;-0.3409430475647794; no; 
file DKITCHEN-18-ch16.wav ;4.974.230.151.711.160;5.001.875;-0.2279870980095372; no; 
file DKITCHEN-19-ch01.wav ;5.014.303.831.612.970;9.237.655.124.999.990;-0.01902392687148296; no; 
file DKITCHEN-19-ch02.wav ;5.099.933.665.377.210;6.965.756.187.499.990;-0.002896749412957577; no; 
file DKITCHEN-19-ch03.wav ;5.095.739.804.840.670;3.117.233.416.666.660;-0.07708018802333871; no; 
file DKITCHEN-19-ch04.wav ;5.035.369.841.681.480;3.005.189.083.333.330;-0.003053069464512482; no; 
file DKITCHEN-19-ch05.wav ;51.780.595.063.332.000;70.737.989.375;-0.04050337802675835; no; 
file DKITCHEN-19-ch06.wav ;50.260.657.220.328.300;6.965.756.187.499.990;-0.004180121186473545; no; 
file DKITCHEN-19-ch07.wav ;506.701.054.455.482;3.117.233.416.666.660;-0.05120205485462934; no; 
file DKITCHEN-19-ch08.wav ;5.073.519.434.620.810;3.117.233.416.666.660;-0.051326248802389035; no; 
file DKITCHEN-19-ch09.wav ;5.205.914.317.421.010;3.003.188.291.666.660;-0.01431154532284489; no; 
file DKITCHEN-19-ch10.wav ;4.964.917.669.407.710;7.056.792.208.333.330;-0.06827957489042877; no; 
file DKITCHEN-19-ch11.wav ;5.008.020.566.025.380;9.212.645.229.166.660;-0.07471261485373813; no; 
file DKITCHEN-19-ch12.wav ;4.960.911.756.373.130;3.121.235;-0.024688321907468957; no; 
file DKITCHEN-19-ch13.wav ;5.046.926.056.447.770;11.937.723.479.166.600;-0.10870285014031425; no; 
file DKITCHEN-19-ch14.wav ;5.075.017.033.135.820;9.208.643.645.833.330;-0.09669083020829582; no; 
file DKITCHEN-19-ch15.wav ;5.047.090.964.674.570;9.203.641.666.666.660;-0.07589498947577918; no; 
file DKITCHEN-19-ch16.wav ;4.987.998.293.873.450;31.202.346.041.666.600;-0.016554795809276497; no; 
file DKITCHEN-2-ch01.wav ;50.502.131.722.842.200;11.213.467.208.333.300;0.1849161845405956; no; 
file DKITCHEN-2-ch02.wav ;51.343.899.759.108.300;50.002.083.333.333.300;0.19524536120956176; no; 
file DKITCHEN-2-ch03.wav ;514.237.892.325.661;11.437.476.541.666.600;0.14633496565619658; no; 
file DKITCHEN-2-ch04.wav ;5.076.669.237.792.740;3.447.143.625;0.15127591341188065; no; 
file DKITCHEN-2-ch05.wav ;52.244.821.732.648.300;31.770.323.708.333.300;0.16788742751839683; no; 
file DKITCHEN-2-ch06.wav ;5.073.270.344.232.690;3.201.133.375;0.14992496914798226; no; 
file DKITCHEN-2-ch07.wav ;51.022.085.641.935.400;32.121.338.333.333.300;0.19711910279269318; no; 
file DKITCHEN-2-ch08.wav ;5.112.935.180.153.640;11.439.476.625;0.18499114735500072; no; 
file DKITCHEN-2-ch09.wav ;5.252.923.761.395.650;3.447.143.625;0.16078807253423488; no; 
file DKITCHEN-2-ch10.wav ;50.020.470.510.847.000;31.632.317.958.333.300;0.12555593358078113; no; 
file DKITCHEN-2-ch11.wav ;50.319.755.257.603.500;31.551.314.583.333.300;0.190522295890641; no; 
file DKITCHEN-2-ch12.wav ;500.899.239.346.775;3.175.732.316.666.660;0.17077355374259262; no; 
file DKITCHEN-2-ch13.wav ;5.098.119.643.156.630;3.142.130.916.666.660;0.18630811283942597; no; 
file DKITCHEN-2-ch14.wav ;5.116.696.086.727.570;3.447.143.625;0.1819267120034642; no; 
file DKITCHEN-2-ch15.wav ;5.081.594.008.856.010;50.002.083.333.333.300;0.16532033478316024; no; 
file DKITCHEN-2-ch16.wav ;50.296.428.816.720.700;32.131.338.750.000.000;0.16093454482840805; no; 
file DKITCHEN-20-ch01.wav ;5.095.803.661.327.830;3.945.643.333.333.330;-0.2907386869643129; no; 
file DKITCHEN-20-ch02.wav ;5.182.725.484.562.310;3.945.643.333.333.330;-0.2650114690848412; no; 
file DKITCHEN-20-ch03.wav ;5.183.754.069.552.900;3.945.643.333.333.330;-0.24245872580168756; no; 
file DKITCHEN-20-ch04.wav ;5.118.979.806.415.710;3.945.643.333.333.330;-0.22737677168130205; no; 
file DKITCHEN-20-ch05.wav ;52.658.083.901.056.300;3.945.643.333.333.330;-0.24883433841732827; no; 
file DKITCHEN-20-ch06.wav ;5.108.879.891.029.260;3.945.643.333.333.330;-0.12164459825551627; no; 
file DKITCHEN-20-ch07.wav ;5.150.879.065.807.320;3.945.643.333.333.330;-0.3343330045644728; no; 
file DKITCHEN-20-ch08.wav ;51.566.279.686.544.300;5.002.083.333.333.330;-0.3166053179186635; no; 
file DKITCHEN-20-ch09.wav ;529.452.440.191.454;5.002.083.333.333.330;-0.2998496920120019; no; 
file DKITCHEN-20-ch10.wav ;5.051.093.597.689.880;5.002.083.333.333.330;-0.428975499994172; no; 
file DKITCHEN-20-ch11.wav ;50.854.175.707.305.300;5.002.083.333.333.330;-0.34702515924643007; no; 
file DKITCHEN-20-ch12.wav ;50.483.328.644.176.500;5.002.083.333.333.330;-0.24778269334797143; no; 
file DKITCHEN-20-ch13.wav ;5.136.173.938.503.710;34.444.345.833.333.300;-0.20827764872228152; no; 
file DKITCHEN-20-ch14.wav ;5.161.609.780.840.160;5.002.083.333.333.330;-0.2910501196889281; no; 
file DKITCHEN-20-ch15.wav ;51.268.034.241.631.600;5.002.083.333.333.330;-0.3217168866098318; no; 
file DKITCHEN-20-ch16.wav ;5.071.057.357.548.380;5.002.083.333.333.330;-0.22162923101649723; no; 
file DKITCHEN-21-ch01.wav ;5.040.920.818.983.550;38.246.725.625.000.000;-0.14494847558515767; no; 
file DKITCHEN-21-ch02.wav ;5.126.044.480.827.730;38.246.725.625.000.000;-0.1502061108554785; no; 
file DKITCHEN-21-ch03.wav ;5.112.074.381.399.970;30.373.282.500.000.000;-0.19893360153094364; no; 
file DKITCHEN-21-ch04.wav ;50.526.279.079.864.300;36.365.903.125.000.000;-0.08989466883763704; no; 
file DKITCHEN-21-ch05.wav ;5.199.338.072.702.930;37.336.327.500.000.000;-0.1761465693334268; no; 
file DKITCHEN-21-ch06.wav ;5.037.601.467.110.300;38.877.001.250.000.000;-0.11054546582666736; no; 
file DKITCHEN-21-ch07.wav ;5.089.942.247.604.350;32.934.402.500.000.000;-0.13237608332328468; no; 
file DKITCHEN-21-ch08.wav ;50.801.439.082.575.500;37.166.253.125.000.000;-0.14553005133361285; no; 
file DKITCHEN-21-ch09.wav ;52.270.747.041.122.500;32.934.402.500.000.000;-0.13048205935299673; no; 
file DKITCHEN-21-ch10.wav ;4.989.585.907.439.720;32.804.345.625;-0.1614928628955851; no; 
file DKITCHEN-21-ch11.wav ;5.025.653.478.329.340;3.281.435.000.000.000;-0.13875792123356148; no; 
file DKITCHEN-21-ch12.wav ;49.797.908.137.037.900;32.874.376.250.000.000;-0.06687878459523153; no; 
file DKITCHEN-21-ch13.wav ;5.072.262.941.297.450;32.804.345.625;-0.15200582253406728; no; 
file DKITCHEN-21-ch14.wav ;5.089.162.582.764.450;32.804.345.625;-0.15253223107620512; no; 
file DKITCHEN-21-ch15.wav ;5.066.389.423.124.910;32.864.371.875.000.000;-0.1074658437190367; no; 
file DKITCHEN-21-ch16.wav ;50.035.806.875.852.800;32.934.402.500.000.000;-0.042991056466174696; no; 
file DKITCHEN-22-ch01.wav ;4.986.531.499.451.120;3.946.808.125;-0.30383725264430134; no; 
file DKITCHEN-22-ch02.wav ;50.744.167.270.592.000;3.486.597.291.666.660;-0.27658858086234667; no; 
file DKITCHEN-22-ch03.wav ;50.672.658.687.997.300;3.500.603.708.333.330;-0.24479270303289494; no; 
file DKITCHEN-22-ch04.wav ;50.026.598.361.492.000;34.976.023.333.333.300;-0.22491642425746158; no; 
file DKITCHEN-22-ch05.wav ;514.750.692.739.943;5.002.291.666.666.660;-0.2674243830790512; no; 
file DKITCHEN-22-ch06.wav ;4.974.768.567.352.880;3.430.571.625;-0.11896240067689497; no; 
file DKITCHEN-22-ch07.wav ;50.420.233.211.188.600;3.486.597.291.666.660;-0.33292690917875667; no; 
file DKITCHEN-22-ch08.wav ;5.027.425.012.250.770;3.486.597.291.666.660;-0.320632197488623; no; 
file DKITCHEN-22-ch09.wav ;5.178.236.991.064.670;5.002.291.666.666.660;-0.3211745031767137; no; 
file DKITCHEN-22-ch10.wav ;4.938.955.420.668.900;8.967.908.408.333.330;-0.45966120015572126; no; 
file DKITCHEN-22-ch11.wav ;49.769.546.182.067.700;3.500.603.708.333.330;-0.35732516512954876; no; 
file DKITCHEN-22-ch12.wav ;4.934.395.300.745.220;34.165.652.083.333.300;-0.2601714349713095; no; 
file DKITCHEN-22-ch13.wav ;5.014.623.251.356.520;5.002.291.666.666.660;-0.22741974665128895; no; 
