file;total_energy;total_F;total_SFM;speech
0_och05.wav;47.019.671.521.391.100;312;0.17130076536047467;'0'
0_och06.wav;4.562.541.217.673.900;324;0.22593977712124616;'0'
0_och07.wav;45.830.838.691.339.200;324;0.0918134303660189;'0'
0_och08.wav;4.618.103.126.953.300;382;0.12961132209650225;'0'
0_och09.wav;4.725.187.353.772.190;318;0.1711472790969518;'0'
0_och10.wav;4.491.176.332.171.640;318;0.16405063891033886;'0'
0_pch01.wav;36.285.261.270.853.500;1184;-0.8296272449971562;'0'
0_pch02.wav;3.654.950.484.203.310;2358;-0.8377399376995306;'0'
0_pch03.wav;36.985.897.964.156.200;1770;-0.9443367165505353;'0'
0_pch04.wav;363.921.858.786.098;1184;-0.7629367397599494;'0'
0_pch05.wav;3.778.370.159.067.240;1128;-1.022.328.143.487.820;'0'
0_pch06.wav;3.641.601.583.272.030;1184;-104.310.883.833.768;'0'
0_pch07.wav;36.140.827.309.283.900;2366;-0.7931101865005684;'0'
0_pch08.wav;3.669.118.029.136.330;1756;-0.9072342916213934;'0'
0_pch09.wav;3.874.957.894.091.290;1758;-10.232.076.767.487.200;'0'
0_pch10.wav;3.483.234.030.439.510;400;-0.9041232454752443;'0'
100_ch01.wav;49.281.414.939.377.400;562;0.2634449274253314;'0'
100_ch02.wav;5.018.861.617.835.260;394;0.29817191587603875;'0'
100_ch03.wav;5.035.802.947.625.310;394;0.3082601250467577;'0'
100_ch04.wav;4.977.187.299.974.420;346;0.35147426852476016;'0'
100_ch05.wav;5.108.462.220.125.470;9306;0.2859588492355692;'0'
100_ch06.wav;4.996.053.038.819.470;346;0.37856289852443736;'0'
100_ch07.wav;4.992.713.953.024.700;9350;0.2513093487295697;'0'
100_ch08.wav;50.217.787.057.619.200;346;0.2575786098462857;'0'
100_ch09.wav;5.155.090.599.502.340;8278;0.26518336197273873;'0'
100_ch10.wav;4.903.354.323.372.460;9296;0.16831267937051853;'0'
100_dch01.wav;3.639.177.738.514.640;328;-15.164.002.180.463.200;'0'
100_dch02.wav;3.711.752.722.291.190;328;-16.004.800.418.317.700;'0'
100_dch03.wav;3.756.287.378.592.090;328;-17.502.301.720.711.100;'0'
100_dch04.wav;3.742.067.104.010.900;328;-15.981.361.532.416.200;'0'
100_dch05.wav;38.388.890.184.437.500;328;-16.808.212.873.598.300;'0'
100_dch06.wav;3.668.375.977.548.690;328;-1.636.703.056.827.150;'0'
100_dch07.wav;37.164.995.417.850.900;328;-16.231.270.061.038.700;'0'
100_dch08.wav;3.706.863.951.232.660;328;-160.944.782.900.281;'0'
100_dch09.wav;3.827.403.646.288.270;328;-15.901.143.829.343.000;'0'
100_dch10.wav;34.963.732.387.310.800;328;-12.144.178.164.062.300;'0'
100_hch01.wav;3.391.256.737.397.170;500;-0.5005024262808261;'0'
100_hch02.wav;3.509.887.469.829.990;500;-0.4882166327447559;'0'
100_hch03.wav;3.557.589.726.803.550;354;-0.4906493126238366;'0'
100_hch04.wav;35.509.734.793.526.800;348;-0.3780556313156919;'0'
100_hch05.wav;3.629.557.017.219.000;326;-0.6617229898776691;'0'
100_hch06.wav;35.076.755.578.787.000;500;-0.4384143854798517;'0'
100_hch07.wav;3.459.935.791.139.530;344;-0.4121315809355283;'0'
100_hch08.wav;34.912.500.802.652.200;500;-0.39675501065299046;'0'
100_hch09.wav;3.623.778.981.513.800;326;-0.5781543614062377;'0'
100_hch10.wav;3.392.642.378.228.330;328;-0.29539044000563314;'0'
100_och01.wav;4.471.027.328.928.360;500;-0.3485064098045517;'0'
100_och02.wav;45.935.192.466.095.700;500;-0.37254298979350053;'0'
100_och03.wav;4.535.537.867.591.380;348;-0.5318648926217246;'0'
100_och04.wav;45.326.375.121.779.200;500;-0.3334804052803614;'0'
100_och05.wav;4.658.443.633.384.520;500;-0.5784110170963915;'0'
100_och06.wav;4.574.193.765.867.990;500;-0.4485856420894948;'0'
100_och07.wav;4.549.623.142.796.270;500;-0.4006593333823456;'0'
100_och08.wav;4.589.035.917.398.870;324;-0.4273718913153033;'0'
100_och09.wav;4.680.562.340.435.700;326;-0.5168916510439027;'0'
100_och10.wav;4.491.984.217.772.010;500;-0.20620125475094314;'0'
100_pch01.wav;4.125.461.169.123.430;306;-0.09884382643890456;'0'
100_pch02.wav;3.935.986.438.333.520;302;-0.15848162182188935;'0'
100_pch03.wav;4.276.459.984.595.780;306;-0.21440216879181878;'0'
100_pch04.wav;37.280.715.650.935.500;302;-0.12684581849551277;'0'
100_pch05.wav;3.961.475.524.756.020;302;-0.3098355946461374;'0'
100_pch06.wav;4.324.091.491.822.910;302;-0.24630676189403589;'0'
100_pch07.wav;3.838.930.486.883.510;302;-0.24025594273177378;'0'
100_pch08.wav;3.864.322.622.077.690;302;-0.22298712016333627;'0'
100_pch09.wav;4.075.549.954.410.540;302;-0.3604597307073701;'0'
100_pch10.wav;415.613.298.693.696;306;-0.08082015731787766;'0'
101_ch01.wav;4.933.357.847.433.460;500;0.10832774817525782;'0'
101_ch02.wav;5.038.244.007.336.730;500;0.10883462632592214;'0'
101_ch03.wav;50.194.643.630.458.200;948;0.10524412377331888;'0'
101_ch04.wav;4.969.928.067.315.070;7520;0.14824977113318716;'0'
101_ch05.wav;50.955.784.542.819.300;7998;0.13068704499067846;'0'
101_ch06.wav;4.989.708.053.552.160;6198;0.24864976286885843;'0'
101_ch07.wav;4.980.714.043.702.950;5628;0.05341212026582764;'0'
101_ch08.wav;5.026.296.670.807.370;6966;0.07766263904647558;'0'
101_ch09.wav;5.126.854.824.670.840;6956;0.08495123456376291;'0'
101_ch10.wav;4.893.633.505.860.880;7180;-0.011263835047267072;'0'
101_dch01.wav;3.600.525.903.940.410;394;-23.136.447.066.552.500;'0'
101_dch02.wav;3.620.596.501.976.860;394;-2.339.656.498.605.350;'0'
101_dch03.wav;3.618.005.769.014.760;394;-23.512.459.109.783.100;'0'
101_dch04.wav;3.531.930.426.972.700;394;-21.410.669.094.132.900;'0'
101_dch05.wav;380.250.442.255.605;592;-26.046.793.708.586.000;'0'
101_dch06.wav;35.957.903.018.043.300;394;-2.387.128.748.356.530;'0'
101_dch07.wav;353.710.463.055.284;394;-2.230.555.705.724.910;'0'
101_dch08.wav;3.539.817.959.457.750;394;-2.158.408.737.976.300;'0'
101_dch09.wav;37.517.848.844.527.200;592;-2.650.398.494.257.430;'0'
101_dch10.wav;34.269.783.622.419.100;592;-21.868.909.835.089.700;'0'
101_hch01.wav;3.659.863.572.252.830;326;-0.704050731374914;'0'
101_hch02.wav;374.081.610.810.289;326;-0.756692608251044;'0'
101_hch03.wav;3.698.662.209.196.940;328;-0.8615709062669277;'0'
101_hch04.wav;3.607.715.702.855.640;740;-0.7537143625192776;'0'
101_hch05.wav;37.797.673.837.470.100;328;-0.9351737371283464;'0'
101_hch06.wav;36.430.496.877.085.200;326;-0.7562084879141974;'0'
101_hch07.wav;3.630.543.157.475.450;328;-0.7286162432056742;'0'
101_hch08.wav;3.656.294.388.970.820;740;-0.8760180088434801;'0'
101_hch09.wav;37.983.834.848.043.000;326;-0.8156788228436339;'0'
101_hch10.wav;357.077.103.735.519;326;-0.4555730306465518;'0'
101_och01.wav;438.487.655.482.541;448;-0.3620371638851664;'0'
101_och02.wav;4.515.341.595.213.830;500;-0.35343154887385264;'0'
101_och03.wav;4.505.468.825.909.620;500;-0.3614956879352983;'0'
101_och04.wav;44.933.991.042.488.900;324;-0.35193857351905605;'0'
101_och05.wav;4.524.407.858.929.200;324;-0.3083318839993732;'0'
101_och06.wav;4.466.816.765.815.450;324;-0.41707475336177763;'0'
101_och07.wav;4.453.122.389.650.460;328;-0.28045484436889107;'0'
101_och08.wav;4.505.930.034.303.370;328;-0.34564414513526087;'0'
101_och09.wav;4.578.178.480.551.260;306;-0.295729329342953;'0'
101_och10.wav;4.416.084.551.969.840;500;-0.2815714240231973;'0'
101_pch01.wav;4.160.653.977.817.810;308;0.06198247720652646;'0'
101_pch02.wav;438.580.569.102.275;332;-0.0008521580427322173;'0'
101_pch03.wav;4.047.630.458.552.120;532;-0.09912887290106237;'0'
101_pch04.wav;36.878.593.790.174.300;532;0.0048518052688783925;'0'
101_pch05.wav;4.126.907.178.730.100;332;-0.1165300977584252;'0'
101_pch06.wav;4.110.320.243.420.500;532;-0.09590311048046421;'0'
101_pch07.wav;36.790.435.121.447.200;302;-0.020051565926284504;'0'
101_pch08.wav;3.877.474.219.914.720;532;-0.08253911076350179;'0'
101_pch09.wav;3.976.432.811.133.930;304;-0.07654180325662474;'0'
101_pch10.wav;387.433.411.318.151;304;0.0060238365459918545;'0'
102_ch01.wav;5.180.682.206.493.890;348;0.1759681761749971;'0'
102_ch02.wav;52.547.644.420.885;348;0.20724554353986255;'0'
102_ch03.wav;52.803.319.020.918.300;346;0.2353656160490128;'0'
102_ch04.wav;5.210.933.931.193.110;348;0.2432711430172215;'0'
102_ch05.wav;5.367.599.142.071.110;348;0.20838504476841074;'0'
102_ch06.wav;52.352.921.935.344.500;348;0.3049336029569074;'0'
102_ch07.wav;5.226.079.417.822.820;348;0.14795344358837936;'0'
102_ch08.wav;5.249.339.286.552.180;348;0.15610865474421498;'0'
102_ch09.wav;5.383.200.478.793.500;344;0.18424324480439916;'0'
102_ch10.wav;5.133.542.147.558.300;348;0.08679700341260152;'0'
102_dch01.wav;3.650.979.705.288.190;524;-19.255.888.866.210.400;'0'
102_dch02.wav;37.665.914.296.557.100;524;-18.974.603.880.779.200;'0'
102_dch03.wav;3.687.461.467.698.510;394;-19.513.807.947.832.900;'0'
102_dch04.wav;3.684.344.672.383.920;394;-1.716.439.136.088.410;'0'
102_dch05.wav;3.825.331.842.353.130;524;-2.131.415.642.811.200;'0'
102_dch06.wav;3.660.901.000.504.780;394;-19.096.637.974.623.100;'0'
102_dch07.wav;36.681.487.349.551.600;394;-17.814.195.963.929.100;'0'
102_dch08.wav;36.971.536.710.866.100;330;-18.536.397.728.490.000;'0'
102_dch09.wav;38.138.282.601.409.200;524;-20.778.058.436.566.300;'0'
102_dch10.wav;35.036.857.996.318.900;394;-16.106.978.810.873.800;'0'
102_hch01.wav;3.827.143.823.851.280;490;-0.3420098285550112;'0'
102_hch02.wav;39.655.548.520.548.100;490;-0.3702801140803611;'0'
102_hch03.wav;3.943.880.778.318.680;342;-0.431675737574946;'0'
102_hch04.wav;38.386.026.750.168.700;446;-0.3289038732603103;'0'
102_hch05.wav;39.492.215.455.858.100;342;-0.5102925428703077;'0'
102_hch06.wav;3.887.017.488.563.120;500;-0.32126976237694194;'0'
102_hch07.wav;3.896.541.871.127.590;500;-0.3798847694931304;'0'
102_hch08.wav;3.812.366.409.303.750;738;-0.4382241716724363;'0'
102_hch09.wav;4.022.667.303.681.220;490;-0.4514296568285825;'0'
102_hch10.wav;37.883.018.526.988.000;500;-0.23301653162242228;'0'
102_och01.wav;4.381.883.210.784.520;322;0.05238452618011873;'0'
102_och02.wav;4.505.084.540.929.580;500;-0.005980967280745964;'0'
102_och03.wav;4.437.221.341.967.220;318;0.07669396385945258;'0'
102_och04.wav;4.440.140.707.760.450;500;0.022875025772269398;'0'
102_och05.wav;4.488.568.334.743.680;320;0.07972166046454894;'0'
102_och06.wav;4.430.538.261.541.480;318;-0.039532601860318775;'0'
102_och07.wav;4.413.456.556.493.860;318;0.03859974672285892;'0'
102_och08.wav;4.473.691.359.242.790;500;0.0368136462807685;'0'
102_och09.wav;4.516.943.934.008.410;322;0.07998540070408271;'0'
102_och10.wav;43.584.951.715.281.900;318;0.06285033493667876;'0'
102_pch01.wav;40.086.385.729.784.400;302;-0.13515044254758923;'0'
102_pch02.wav;4.206.225.631.259.340;302;-0.15634124524781864;'0'
102_pch03.wav;39.830.427.274.569.100;308;-0.175522443921356;'0'
102_pch04.wav;367.612.207.397.102;308;-0.15477477664797556;'0'
102_pch05.wav;4.283.445.059.049.480;302;-0.3131491713936559;'0'
102_pch06.wav;40.716.863.025.286.400;306;-0.2569197000940423;'0'
102_pch07.wav;3.747.542.514.475.470;4394;-0.19830900496757614;'0'
102_pch08.wav;3.892.716.629.857.720;308;-0.2057455116330672;'0'
102_pch09.wav;4.229.684.597.325.950;302;-0.267018688681794;'0'
102_pch10.wav;4.218.944.404.447.840;302;-0.10066118391015248;'0'
103_ch01.wav;49.792.290.927.620.000;500;0.15768994339785294;'0'
103_ch02.wav;50.324.719.668.154.000;500;0.18977572788723973;'0'
103_ch03.wav;50.774.963.748.282.000;9678;0.21152829889346175;'0'
103_ch04.wav;4.960.367.217.433.720;348;0.22596769719122545;'0'
103_ch05.wav;5.150.344.581.844.960;9318;0.1748005804545979;'0'
103_ch06.wav;5.012.152.932.495.850;348;0.316867125337924;'0'
103_ch07.wav;49.998.887.824.920.200;4050;0.17130520097972346;'0'
103_ch08.wav;5.034.415.099.442.030;7648;0.13393843638553318;'0'
103_ch09.wav;5.188.261.177.063.050;346;0.14824390698576492;'0'
103_ch10.wav;4.905.776.784.602.710;8838;0.07116126216060634;'0'
103_dch01.wav;37.039.691.480.888.200;524;-13.092.569.987.647.600;'0'
103_dch02.wav;37.821.050.093.181.200;526;-1.321.311.896.935.560;'0'
103_dch03.wav;3.744.111.381.660.030;390;-13.664.830.730.600.100;'0'
103_dch04.wav;36.938.465.016.257.700;394;-11.188.651.337.878.800;'0'
103_dch05.wav;3.847.126.737.614.910;392;-14.682.016.665.953.000;'0'
103_dch06.wav;3.707.676.092.728.240;390;-13.764.231.855.843.500;'0'
103_dch07.wav;3.754.160.491.835.790;392;-12.574.066.886.976.500;'0'
103_dch08.wav;3.717.884.601.813.190;394;-11.263.679.429.157.200;'0'
103_dch09.wav;38.366.563.483.330.900;390;-14.736.079.356.251.100;'0'
103_dch10.wav;3.605.072.932.572.800;390;-11.056.162.596.762.300;'0'
103_hch01.wav;3.446.880.870.732.370;492;-0.43889934439652734;'0'
103_hch02.wav;3.389.068.370.417.710;446;-0.4490322958331372;'0'
103_hch03.wav;3.413.391.593.226.930;310;-0.5323187812197401;'0'
103_hch04.wav;34.590.845.158.207.700;340;-0.4006823093940695;'0'
103_hch05.wav;35.093.880.365.389.000;492;-0.5783801960628405;'0'
103_hch06.wav;3.430.720.658.918.920;340;-0.4195581839877883;'0'
103_hch07.wav;3.367.001.128.969.650;446;-0.42464792826980036;'0'
103_hch08.wav;34.109.294.442.701.600;446;-0.5478438587643951;'0'
103_hch09.wav;3.620.173.236.966.190;340;-0.5940426508681844;'0'
103_hch10.wav;3.300.218.716.903.590;500;-0.2423501443763691;'0'
103_och01.wav;46.316.452.719.730.900;324;0.02576129419876244;'0'
103_och02.wav;4.741.979.657.828.910;322;0.0378855467409352;'0'
103_och03.wav;4.758.479.232.172.150;366;-0.03475758309240959;'0'
103_och04.wav;472.180.701.777.832;500;0.0674840877302385;'0'
103_och05.wav;47.720.249.005.714.100;324;-0.007903546234928387;'0'
103_och06.wav;47.040.516.193.697.200;500;-0.01158948470745711;'0'
103_och07.wav;471.954.794.467.138;340;0.08881856378312243;'0'
103_och08.wav;4.729.327.651.065.850;320;0.02973477364716872;'0'
103_och09.wav;4.828.260.210.988.630;446;0.055008297338305444;'0'
103_och10.wav;4.653.070.719.840.150;500;0.13309895961078547;'0'
103_pch01.wav;3.935.266.570.900.000;2048;-0.05964741092877361;'0'
103_pch02.wav;3.767.549.568.754.400;316;-0.06862789957591323;'0'
103_pch03.wav;3.796.478.683.649.950;316;-0.13283998982955456;'0'
103_pch04.wav;35.111.745.086.215.000;1940;0.02365096361861752;'0'
103_pch05.wav;3.983.263.015.668.570;1706;-0.2548332704694307;'0'
103_pch06.wav;38.971.795.993.727.800;316;-0.25068227117293085;'0'
103_pch07.wav;3.654.436.430.496.290;328;-0.09341696521017026;'0'
103_pch08.wav;3.628.088.153.078.920;316;-0.10164729066802812;'0'
103_pch09.wav;380.157.635.342.387;1940;-0.1721157735412293;'0'
103_pch10.wav;37.266.944.551.731.200;316;-0.047741430915062756;'0'
104_ch01.wav;50.674.693.916.566.900;500;0.1539203915135175;'0'
104_ch02.wav;5.137.707.616.521.810;6230;0.19131547703905127;'0'
104_ch03.wav;5.138.153.128.344.200;6570;0.21329994503001845;'0'
104_ch04.wav;50.943.680.157.780.100;3492;0.24186586391041215;'0'
104_ch05.wav;52.061.710.392.574.000;440;0.2269592658013288;'0'
104_ch06.wav;508.244.563.609.188;6582;0.32504766699896026;'0'
104_ch07.wav;5.089.954.520.513.320;1736;0.16260560626138784;'0'
104_ch08.wav;51.302.384.137.127.100;6228;0.15251648230689646;'0'
104_ch09.wav;524.717.881.117.324;2730;0.16941768931364085;'0'
104_ch10.wav;4.990.676.675.675.490;7366;0.052604093936934104;'0'
104_dch01.wav;35.335.986.520.202.500;392;-20.506.556.207.855.300;'0'
104_dch02.wav;3.634.316.738.336.520;392;-2.124.188.673.780.700;'0'
104_dch03.wav;3.579.859.235.150.720;392;-21.468.579.638.834.200;'0'
104_dch04.wav;3.510.754.401.469.180;392;-18.167.442.457.837.900;'0'
104_dch05.wav;3.739.699.981.434.340;392;-2.358.907.508.321.630;'0'
104_dch06.wav;3.575.596.451.241.520;392;-20.582.608.920.540.200;'0'
104_dch07.wav;35.605.672.348.389.100;392;-19.119.003.818.339.300;'0'
104_dch08.wav;35.622.682.445.222.000;392;-18.796.830.042.493.700;'0'
104_dch09.wav;3.756.169.396.425.500;392;-22.808.380.483.107.700;'0'
104_dch10.wav;3.473.847.330.718.530;392;-17.907.466.289.113.400;'0'
104_hch01.wav;3.429.642.184.295.530;500;-0.2839348938588965;'0'
104_hch02.wav;34.150.363.173.584.800;490;-0.3758299843277341;'0'
104_hch03.wav;3.468.094.396.224.160;490;-0.5255975986323164;'0'
104_hch04.wav;3.525.677.263.863.370;490;-0.39623727930795877;'0'
104_hch05.wav;3.490.427.584.189.260;500;-0.4267596478988552;'0'
104_hch06.wav;33.896.911.061.137.800;490;-0.35552234915071873;'0'
104_hch07.wav;35.519.621.626.666.700;500;-0.40913592749144284;'0'
104_hch08.wav;3.454.804.966.425.690;492;-0.48285267870442755;'0'
104_hch09.wav;35.515.278.177.791.100;500;-0.40900529244882167;'0'
104_hch10.wav;3.285.910.367.281.380;490;-0.11828762807739032;'0'
104_och01.wav;4.368.000.227.558.540;500;0.083990255173604;'0'
104_och02.wav;4.495.575.019.855.260;318;0.06858800934086363;'0'
104_och03.wav;44.748.391.377.306.300;348;0.023271634491335663;'0'
104_och04.wav;44.142.349.317.976.800;500;0.08598299180743642;'0'
104_och05.wav;4.578.064.067.141.810;348;0.026388343546421226;'0'
104_och06.wav;4.397.658.181.619.960;448;0.07158427027444099;'0'
104_och07.wav;444.275.723.392.545;448;0.11619217406749048;'0'
104_och08.wav;4.483.113.549.023.030;338;0.12555085860014378;'0'
104_och09.wav;4.577.516.917.673.680;318;0.10531886005850702;'0'
104_och10.wav;4.340.740.117.957.080;448;0.12766565705307484;'0'
104_pch01.wav;3.751.588.647.611.260;324;-0.19412181310668805;'0'
104_pch02.wav;3.883.812.591.458.900;336;-0.17232449899233668;'0'
104_pch03.wav;428.083.983.244.804;2480;-0.2879544740081739;'0'
104_pch04.wav;372.333.326.274.949;348;-0.20930695610828376;'0'
104_pch05.wav;4.164.186.820.361.050;370;-0.3941678465430827;'0'
104_pch06.wav;38.351.656.277.899.400;2476;-0.3907098738432465;'0'
104_pch07.wav;3.915.787.340.864.820;406;-0.265812884649622;'0'
104_pch08.wav;3.775.410.877.909.910;406;-0.31617854131587686;'0'
104_pch09.wav;4.050.692.039.785.450;2476;-0.3518414968676895;'0'
104_pch10.wav;3.752.291.819.439.080;2476;-0.24082061069342017;'0'
105_ch01.wav;4.696.931.046.514.870;4250;0.1732198583306238;'0'
105_ch02.wav;4.764.456.861.528.150;394;0.1535476214757663;'0'
105_ch03.wav;4.766.335.810.378.290;346;0.2285641198850716;'0'
105_ch04.wav;47.292.106.564.183.000;344;0.19805940992016663;'0'
105_ch05.wav;4.860.545.266.705.850;346;0.23094199604207077;'0'
105_ch06.wav;4.730.173.719.504.150;344;0.3037201461957447;'0'
105_ch07.wav;4.701.470.698.808.000;9166;0.12763861393237036;'0'
105_ch08.wav;4.739.387.125.990.670;8264;0.14572186282933663;'0'
105_ch09.wav;4.878.578.460.574.560;344;0.19205814683197983;'0'
105_ch10.wav;4.615.161.238.903.010;7254;0.05174180581451311;'0'
105_dch01.wav;38.518.245.009.582.000;592;-1.845.094.571.045.220;'0'
105_dch02.wav;3.935.621.070.626.630;402;-19.381.767.753.299.900;'0'
105_dch03.wav;3.938.276.350.474.720;778;-21.065.826.970.704.300;'0'
105_dch04.wav;3.867.650.077.464.140;402;-19.702.230.503.512.200;'0'
105_dch05.wav;4.016.747.174.457.000;592;-19.969.587.803.794.500;'0'
105_dch06.wav;38.519.386.838.198.000;778;-19.978.790.661.484.500;'0'
105_dch07.wav;3.817.403.037.755.800;778;-19.095.845.289.635.800;'0'
105_dch08.wav;3.844.785.878.713.650;778;-19.551.786.111.389.000;'0'
105_dch09.wav;4.006.807.023.570.010;442;-19.222.778.674.566.500;'0'
105_dch10.wav;3.671.162.525.326.110;592;-15.497.002.816.189.700;'0'
105_hch01.wav;34.686.677.950.195.400;500;-0.41545181541346654;'0'
105_hch02.wav;3.586.519.489.448.170;300;-0.39433934303733725;'0'
105_hch03.wav;3.528.505.450.509.280;300;-0.5618137230841806;'0'
105_hch04.wav;3.589.549.961.037.290;500;-0.4563719009371828;'0'
105_hch05.wav;3.589.784.008.494.860;500;-0.5741570294473874;'0'
105_hch06.wav;36.070.305.792.221;500;-0.4066181912559156;'0'
105_hch07.wav;36.000.487.553.345.100;314;-0.42995784165055206;'0'
105_hch08.wav;35.541.405.633.372.900;308;-0.5378760359948231;'0'
105_hch09.wav;3.545.415.150.608.380;340;-0.5307375316213002;'0'
105_hch10.wav;3.406.705.094.580.920;340;-0.2623056713292442;'0'
105_och01.wav;4.390.936.952.411.430;300;-0.2862757648710008;'0'
105_och02.wav;450.082.897.563.526;300;-0.23870924628158274;'0'
105_och03.wav;4.397.023.196.805.870;324;-0.36828080155418935;'0'
105_och04.wav;4.489.722.148.134.630;306;-0.2849654696086207;'0'
105_och05.wav;4.520.091.934.214.350;300;-0.3869659087903544;'0'
105_och06.wav;44.633.005.855.230.200;300;-0.3120923711668878;'0'
105_och07.wav;4.473.846.718.659.930;306;-0.16398305126531784;'0'
105_och08.wav;44.909.983.658.604.700;310;-0.27283703926232106;'0'
105_och09.wav;4.546.432.209.642.530;300;-0.38430281992447357;'0'
105_och10.wav;4.431.854.188.107.220;300;-0.14706722306747888;'0'
105_pch01.wav;3.812.289.321.366.020;316;-0.3635145390800688;'0'
105_pch02.wav;4.178.726.111.368.720;310;-0.338237936415488;'0'
105_pch03.wav;40.526.715.888.129.500;310;-0.41913514003132624;'0'
105_pch04.wav;37.031.828.163.179.700;310;-0.2936104760214937;'0'
105_pch05.wav;4.128.820.679.686.770;310;-0.594902215377001;'0'
105_pch06.wav;3.983.220.432.589.020;310;-0.5187289420468936;'0'
105_pch07.wav;37.200.984.011.516.700;310;-0.38637155226216247;'0'
105_pch08.wav;3.682.476.384.540.860;310;-0.3822268779506968;'0'
105_pch09.wav;40.538.584.855.588.100;310;-0.4881173707525892;'0'
105_pch10.wav;38.102.816.969.486.300;310;-0.4282210779036484;'0'
106_ch01.wav;47.778.785.490.615.100;500;0.13154349961952005;'0'
106_ch02.wav;4.866.194.044.754.620;500;0.14230326873782878;'0'
106_ch03.wav;4.834.216.595.896.780;500;0.16701359064986404;'0'
106_ch04.wav;48.095.982.615.435.800;500;0.21277939705594842;'0'
106_ch05.wav;49.029.753.000.511.700;5810;0.14843700250107938;'0'
106_ch06.wav;4.813.164.282.876.640;500;0.258170150683851;'0'
106_ch07.wav;4.832.187.462.520.330;9540;0.10262798334466358;'0'
106_ch08.wav;48.237.865.513.471.800;7590;0.10936784160291037;'0'
106_ch09.wav;4.966.103.372.919.090;5802;0.13503115166275842;'0'
106_ch10.wav;4.751.803.561.324.820;3176;0.06442072131393813;'0'
106_dch01.wav;3.567.850.409.705.400;394;-15.395.481.463.184.200;'0'
106_dch02.wav;36.945.465.286.334.800;394;-17.526.452.682.338.000;'0'
106_dch03.wav;3.703.867.194.714.100;394;-19.964.417.871.060.900;'0'
106_dch04.wav;36.666.168.012.170.600;780;-1.949.822.880.376.020;'0'
106_dch05.wav;3.753.125.603.680.730;394;-17.600.043.491.622.800;'0'
106_dch06.wav;3.659.164.238.290.240;394;-1.852.792.104.379.560;'0'
106_dch07.wav;3.713.240.341.166.850;394;-18.325.710.037.211.000;'0'
106_dch08.wav;3.659.782.423.720.720;780;-18.497.637.775.255.700;'0'
106_dch09.wav;3.714.910.007.060.120;394;-17.144.141.808.416.500;'0'
106_dch10.wav;35.157.067.978.652.900;394;-14.484.591.836.553.600;'0'
106_hch01.wav;3.507.383.401.637.690;314;-0.911692199348616;'0'
106_hch02.wav;36.653.094.054.261.900;314;-0.8994592725066166;'0'
106_hch03.wav;3.575.018.987.681.740;316;-1.015.148.492.171.050;'0'
106_hch04.wav;3.533.777.359.180.780;316;-0.8911096780295872;'0'
106_hch05.wav;3.623.759.550.479.420;314;-1.105.825.217.441.050;'0'
106_hch06.wav;3.582.025.732.979.180;314;-0.925193535860558;'0'
