no,4.679526,4.065903,4.731568,4.900482,4.958777,5.19469,5.268186,5.228269,5.072877,5.056148,5.258153,5.350858,4.835436
no,6.086109,5.528975,5.944733,5.858688,6.165351,6.482145,6.178363,6.308044,6.396826,6.761203,6.67163,6.45645,6.228333
no,4.862561,4.040435,4.837823,4.752336,4.707721,4.967225,5.064695,5.156819,5.160099,5.147046,5.172541,5.399152,4.944616
no,4.700749,4.307149,4.94428,4.885853,4.697219,4.636178,4.461483,4.625683,4.73351,5.088895,5.285355,5.663491,5.338927
no,5.996753,4.592964,4.959596,4.613708,4.490806,4.681291,4.638602,4.89031,5.064513,5.449462,5.55596,5.765469,5.762428
no,7.08864,5.885027,6.278824,6.14594,6.288577,6.556395,7.00898,6.844852,7.144345,7.21101,6.979544,6.709937,6.545809
no,5.058616,3.918984,4.231233,4.068374,4.267578,4.557386,4.596862,4.773441,4.862117,4.978773,5.018702,5.248993,5.3236
no,4.550123,4.384222,5.114137,5.311666,5.312683,5.267413,5.026845,5.063315,5.069593,5.384373,5.48638,5.708117,5.389379
no,4.816282,3.756872,4.051554,3.903589,4.032597,4.299509,4.340962,4.587355,4.750295,4.98334,5.098176,5.340855,5.435536
no,6.273739,5.796396,6.37116,6.379563,6.224543,6.358441,6.262871,6.543875,7.017954,7.362036,7.319526,7.525897,6.865232
no,4.610309,4.301423,4.99176,5.10625,4.960067,4.893884,4.739303,4.901986,4.967555,5.349873,5.52002,5.810065,5.464779
no,6.512902,5.56048,5.912018,5.778629,5.986505,6.240005,6.396357,6.648471,6.793953,6.85986,7.077292,7.273485,7.235597
no,5.453216,4.398057,4.622878,4.668665,4.89245,5.419171,5.586728,5.790129,5.749788,5.968074,6.232522,6.491312,6.464969
no,6.101655,4.994899,5.243979,5.33613,5.739213,6.22456,6.255906,6.479354,6.420052,6.604685,6.83508,7.085105,7.100965
no,5.241518,4.4648,4.796039,4.946689,5.227848,5.659019,5.787109,5.972465,5.917667,6.006557,6.181151,6.34818,6.063263
no,5.538035,5.217037,6.00597,6.199854,6.334562,6.404348,6.310731,6.424794,6.333229,6.705618,7.049045,7.440591,7.119502
no,5.706378,4.808295,5.254354,5.145131,5.397271,5.715346,5.910192,6.105657,6.115068,6.350965,6.668847,6.853355,6.807739
no,6.113402,5.554457,5.947816,5.512059,5.586605,5.946771,5.949054,6.40408,6.591924,6.882974,7.042405,7.219433,7.110722
no,5.363592,4.188502,4.433687,4.448076,4.806502,5.226165,5.324441,5.626114,5.680953,5.832325,6.025201,6.257776,6.259031
no,5.764038,4.477128,4.673768,4.713542,5.099913,5.542774,5.553178,5.780959,5.771483,5.990441,6.199587,6.426951,6.392876
no,6.090039,6.439985,6.93942,6.175106,6.156924,6.444098,6.144381,6.203065,6.560761,6.763875,6.896969,7.167373,6.736038
no,5.115753,3.511459,3.837358,3.815667,3.997495,4.317416,4.201663,4.527647,4.675882,4.860771,5.029684,5.235074,5.384398
no,5.728024,4.60873,4.889077,4.775868,5.091362,5.154217,4.692644,4.739267,4.694804,4.544088,4.371137,4.618213,4.751685
no,5.011406,3.268513,3.483584,3.335398,3.540177,3.948237,4.045167,4.09392,4.157515,4.435035,4.494588,4.622613,4.614249
no,5.353379,3.97314,4.115784,3.887902,4.176006,4.556505,4.418109,4.494488,4.493294,4.550136,4.622481,4.712849,4.788025
no,6.017664,4.624154,4.636626,4.483984,4.733682,5.036892,4.875754,5.140319,5.193459,5.285854,5.341705,5.409393,5.485581
yes,3.718018,4.36594,5.788265,6.416424,6.227934,5.524456,5.316186,6.054399,5.818243,4.821059,4.457008,4.91843,5.06035
yes,3.052001,3.190033,3.219995,2.930261,3.10664,3.273046,3.189488,3.498028,3.962173,4.1038,4.247942,4.980415,5.331076
yes,9.536481,9.023803,9.130908,9.086934,9.153158,9.015006,8.828165,9.290608,9.188554,9.037889,9.299374,9.626136,9.923445
yes,7.768281,8.691682,9.853549,9.715237,9.52433,9.487533,10.023562,10.60497,10.566337,10.710428,11.115982,11.285438,11.616446
yes,13.416565,12.025534,10.495398,10.489934,9.87415,9.724961,9.252624,8.968507,8.565379,8.289124,8.092006,8.008884,7.931979
yes,8.561457,8.748769,8.749311,8.63069,8.87762,8.819581,8.537382,8.945982,9.697514,9.969182,9.537075,10.151353,10.56432
yes,4.578136,4.468511,4.819392,4.717125,4.825506,4.971082,4.882274,5.181229,5.172342,5.350333,6.069736,6.335905,6.509239
yes,4.636276,5.484498,6.06714,5.958577,6.84559,7.046999,6.361232,6.796504,6.86558,6.388788,5.957767,6.586045,6.778789
yes,1.766952,3.037437,4.157483,4.240593,4.413822,4.645447,5.146917,5.46285,5.044563,5.48569,5.810458,6.209711,6.038327
yes,8.471576,8.39294,8.969352,8.561706,8.873802,8.629495,8.625813,8.935653,8.742164,8.644837,8.832409,9.365487,9.476964
yes,1.259671,2.537233,4.491738,4.374321,4.132121,4.186541,4.160222,4.537119,4.567377,4.850676,4.962489,5.227658,4.932537
yes,6.175222,5.324903,5.607097,5.424136,5.228156,5.314836,4.935277,5.384604,5.582351,5.618735,6.047554,6.440713,6.409255
yes,8.681334,7.059326,7.081804,6.974099,7.044076,6.59185,6.120185,6.625501,6.359153,6.854001,7.844746,8.912388,9.128069
yes,9.652738,8.606948,8.766063,8.529739,8.353239,8.151337,7.925749,8.317352,8.728241,9.114573,9.890875,10.448635,10.863844
yes,11.029847,9.841856,10.12808,10.173766,10.143241,10.092712,10.041633,10.317569,10.60106,10.954876,11.519392,11.608207,11.713517
yes,5.761559,6.931607,7.559191,7.206588,7.065765,7.199964,6.656006,6.992755,7.164406,7.706228,8.120297,8.000151,8.194418
yes,7.199553,6.438142,6.154944,5.874982,5.843539,6.25901,5.866525,5.768313,6.201409,6.480612,6.752242,6.640681,7.009093
yes,7.298532,7.565516,8.332503,8.639535,8.853616,8.914612,9.184326,9.536295,9.984316,10.20325,10.451101,10.80522,10.908898
yes,5.501298,5.762238,6.389447,6.538676,5.728223,5.288862,5.007389,5.459318,5.601889,6.078926,6.533343,6.339778,5.802913
yes,1.231824,1.823235,3.400537,3.593391,3.614022,3.218698,3.411305,4.612919,5.072914,4.23731,3.228402,3.592688,3.873197
yes,2.379865,2.50278,2.60116,2.669307,2.801482,2.880845,2.75278,3.071723,3.451192,3.994823,4.230748,4.835882,5.167184
yes,8.666229,7.922689,7.917389,7.955134,7.791579,7.618604,7.326527,7.890272,8.114963,8.287292,8.32877,8.553703,8.795006
yes,6.708404,7.499202,9.172244,8.932573,8.765221,8.742058,9.514756,10.125938,10.320471,10.476998,10.587066,10.789492,11.114477
yes,12.179281,10.774241,10.178117,8.321995,6.789447,7.186263,7.0922,6.494995,6.442833,6.584467,6.560457,6.661566,6.587369
yes,7.318298,7.652496,7.425061,7.342225,7.872291,7.68607,7.568791,8.134412,8.764739,8.914112,8.609406,8.823572,9.195534
yes,4.025494,3.819116,4.416127,4.354065,4.41272,4.59233,4.676779,4.826676,4.778268,5.071326,5.625287,5.90736,5.947236
yes,4.616617,4.79081,5.284339,4.906082,5.60426,6.208219,5.399788,5.720239,5.936468,5.681484,5.531392,5.681099,5.879804
yes,8.700752,7.300582,6.99478,6.613242,6.296244,6.356758,6.315345,6.657202,6.723238,6.867589,7.047204,7.590678,7.994232
yes,0.336736,1.761803,2.558373,2.571324,3.118263,3.514682,4.136585,4.317818,4.125903,4.664755,4.668049,4.941753,4.922429
yes,6.907532,6.630287,7.297782,7.08696,7.033946,6.996546,7.076835,7.372448,7.648035,7.656383,7.596915,8.032402,8.282941
yes,0.427494,1.697445,3.765171,3.285551,3.252914,3.460367,3.395031,3.866923,3.815686,4.134667,4.183496,4.303885,4.208657
yes,2.544984,2.064992,2.51995,2.467435,2.541193,2.689629,2.83817,3.239351,3.532593,3.983659,4.470845,5.059051,4.836899
yes,4.65807,3.449282,3.725793,3.651177,3.429953,3.60235,3.694563,4.339626,4.912077,5.003699,5.372596,5.492034,5.583913
yes,8.891439,7.243199,7.003037,6.795469,6.391982,5.887025,5.692458,5.884362,5.825045,6.293777,6.736626,7.605085,7.827044
yes,8.336298,7.292642,7.564936,7.407015,6.978401,6.80441,6.746882,7.160196,7.662678,8.083219,8.596627,9.115713,9.58082
yes,10.44536,9.173732,9.483626,9.513787,9.408484,9.243348,9.132169,9.61625,10.36323,11.095022,11.539647,11.517204,11.723872
yes,5.465805,6.678871,7.051543,6.584335,6.496589,6.622187,6.412081,6.801956,7.019834,7.419166,7.498652,7.443846,7.510205
yes,6.56629,5.382383,5.049725,4.893694,4.968681,5.327359,5.115175,5.191389,5.826861,6.111724,6.23607,6.20154,6.462811
yes,9.127704,7.278589,7.914497,6.584165,7.093222,7.061959,6.129943,6.619454,6.972292,6.94713,6.822633,7.38744,7.090816
yes,3.634613,4.328595,4.175613,4.312586,4.77529,4.785606,4.729562,5.039158,5.264042,5.13031,5.054136,5.581671,5.988381
yes,9.039311,8.362834,8.437032,8.26568,8.632086,8.552985,8.387347,8.783605,8.554939,8.372945,8.502235,8.877473,8.98774
yes,12.020978,10.610022,10.233233,9.209663,8.463575,8.439855,7.651988,7.287448,6.984817,6.818801,6.827483,6.818983,6.85608
yes,5.201401,5.226163,5.69388,5.903802,5.905028,5.884692,5.84597,5.812551,5.471966,5.605864,6.28964,6.559375,6.773188
yes,1.949941,3.014569,4.332856,4.322414,4.927822,4.988489,5.384588,5.671425,5.353183,5.872346,6.082465,6.24655,6.127028
yes,4.205579,3.812438,4.236453,3.926665,4.442284,4.468882,4.336952,4.453752,4.330687,4.661638,5.405922,6.267429,5.805102
yes,8.213473,8.265732,8.937156,8.820367,9.412785,9.28579,9.204298,9.489363,9.172947,8.711023,8.873111,9.236742,9.633119
yes,1.579076,2.681942,4.570662,4.405933,4.035898,4.327881,4.194348,4.515476,4.463426,4.594482,4.536229,4.722688,4.508082
yes,6.823342,5.733289,6.001177,5.797941,5.821244,5.873555,5.747178,6.037729,5.974521,5.842824,6.212046,6.283548,6.299308
yes,8.811159,7.055535,6.803193,6.600373,6.973472,6.626112,6.435115,6.635504,5.94161,6.087803,6.941448,7.931544,7.998135
yes,10.140105,8.933007,9.034559,8.897913,8.882684,8.717107,8.740742,9.110312,9.094081,9.414065,9.980596,10.299047,10.672059
yes,11.740569,10.748943,10.811604,10.827877,11.225815,11.220559,11.138254,11.882957,12.069443,12.29264,12.632371,12.767879,12.934357
yes,5.963314,7.10905,7.559406,7.221202,7.740945,7.816192,7.360981,7.678334,7.665936,7.81498,7.902705,7.779021,8.22499
yes,8.123843,8.234251,8.742843,9.271618,9.756478,9.719588,10.036583,10.193263,9.981455,9.889832,10.129762,10.706389,10.950981
yes,6.076856,7.137848,7.443948,7.823923,7.651094,6.793074,6.460837,6.644333,6.107868,6.400327,7.020553,6.369598,6.245375
yes,7.351389,6.578679,6.132408,6.103126,6.431781,6.700212,6.279125,6.173719,6.498681,6.675293,6.885323,6.681552,7.044484
yes,8.260765,8.314175,9.077589,9.215488,8.847792,8.802053,9.051605,9.355268,9.708324,10.177241,10.296552,10.771554,11.120732
yes,5.838994,6.772849,7.926602,7.56713,6.16639,5.511034,5.299822,5.720475,5.913973,6.334071,7.006356,6.970987,6.537904
yes,7.437511,7.666849,8.623122,8.673412,8.335536,8.102422,7.613217,7.887623,8.435878,9.365169,9.991627,10.047478,10.531331
yes,3.696581,4.2991,4.316076,4.460974,4.369347,4.337645,4.182041,4.386063,4.870291,5.477606,5.834391,6.450326,6.875239
