gebruiker;Dag;Tijd;opnamenaam;id;gesprek;gezongen;tv;stilte;muziek;skype;Energy;F;SFM;ruimgesproken;Dataset1;Dataset2;Data3
listens3;01/06/14;03_39_13;3 - audio_01-06-2014_03_39_11 03-30.mp3;3;0;0;0;0;0;0;30,95843846;301,9007027;-1,635090095;0;0;0;
listens3;01/06/14;03_39_14;3 - audio_01-06-2014_03_39_11 04-30.mp3;4;0;0;0;0;0;0;31,0600343;442,5844169;-1,61185847;0;0;0;
listens3;01/06/14;03_39_15;3 - audio_01-06-2014_03_39_11 05-30.mp3;5;0;0;0;0;0;0;31,29414464;442,5844169;-1,63350942;0;0;0;
listens3;01/06/14;03_39_16;3 - audio_01-06-2014_03_39_11 06-30.mp3;6;0;0;0;0;0;0;31,22034281;301,8001696;-1,654601473;0;0;0;
listens3;01/06/14;03_39_17;3 - audio_01-06-2014_03_39_11 07-30.mp3;7;0;0;0;0;0;0;31,13381218;442,4841258;-1,627999145;0;;0;
listens3;01/06/14;03_39_18;3 - audio_01-06-2014_03_39_11 08-30.mp3;8;0;0;0;0;0;0;31,12663872;302,4778158;-1,637548633;0;;0;
listens3;01/06/14;03_39_19;3 - audio_01-06-2014_03_39_11 09-30.mp3;9;0;0;0;0;0;0;31,09184453;442,546418;-1,609535887;0;0;0;
listens3;01/06/14;03_39_20;3 - audio_01-06-2014_03_39_11 10-30.mp3;10;0;0;0;0;0;0;31,13978731;307,2917864;-1,633356923;0;0;0;
listens3;01/06/14;03_39_21;3 - audio_01-06-2014_03_39_11 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_22;3 - audio_01-06-2014_03_39_11 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_23;3 - audio_01-06-2014_03_39_11 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_24;3 - audio_01-06-2014_03_39_11 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_25;3 - audio_01-06-2014_03_39_11 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_26;3 - audio_01-06-2014_03_39_11 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_27;3 - audio_01-06-2014_03_39_11 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_28;3 - audio_01-06-2014_03_39_11 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_29;3 - audio_01-06-2014_03_39_11 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_30;3 - audio_01-06-2014_03_39_11 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_31;3 - audio_01-06-2014_03_39_11 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_32;3 - audio_01-06-2014_03_39_11 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_33;3 - audio_01-06-2014_03_39_11 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_34;3 - audio_01-06-2014_03_39_11 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_35;3 - audio_01-06-2014_03_39_11 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_36;3 - audio_01-06-2014_03_39_11 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_37;3 - audio_01-06-2014_03_39_11 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_38;3 - audio_01-06-2014_03_39_11 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_39;3 - audio_01-06-2014_03_39_11 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_39_40;3 - audio_01-06-2014_03_39_11 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_11;3 - audio_01-06-2014_03_44_11 01-30.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_12;3 - audio_01-06-2014_03_44_11 02-30.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_13;3 - audio_01-06-2014_03_44_11 03-30.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_14;3 - audio_01-06-2014_03_44_11 04-30.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_15;3 - audio_01-06-2014_03_44_11 05-30.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_16;3 - audio_01-06-2014_03_44_11 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_17;3 - audio_01-06-2014_03_44_11 07-30.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_18;3 - audio_01-06-2014_03_44_11 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_19;3 - audio_01-06-2014_03_44_11 09-30.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_20;3 - audio_01-06-2014_03_44_11 10-30.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_21;3 - audio_01-06-2014_03_44_11 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_22;3 - audio_01-06-2014_03_44_11 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_23;3 - audio_01-06-2014_03_44_11 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_24;3 - audio_01-06-2014_03_44_11 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_25;3 - audio_01-06-2014_03_44_11 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_26;3 - audio_01-06-2014_03_44_11 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_27;3 - audio_01-06-2014_03_44_11 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_28;3 - audio_01-06-2014_03_44_11 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_29;3 - audio_01-06-2014_03_44_11 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_30;3 - audio_01-06-2014_03_44_11 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_31;3 - audio_01-06-2014_03_44_11 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_32;3 - audio_01-06-2014_03_44_11 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_33;3 - audio_01-06-2014_03_44_11 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_34;3 - audio_01-06-2014_03_44_11 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_35;3 - audio_01-06-2014_03_44_11 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_36;3 - audio_01-06-2014_03_44_11 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_37;3 - audio_01-06-2014_03_44_11 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_38;3 - audio_01-06-2014_03_44_11 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_39;3 - audio_01-06-2014_03_44_11 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_40;3 - audio_01-06-2014_03_44_11 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_41;3 - audio_01-06-2014_03_49_11 01-30.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_42;3 - audio_01-06-2014_03_49_11 02-30.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_43;3 - audio_01-06-2014_03_49_11 03-30.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_44;3 - audio_01-06-2014_03_49_11 04-30.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_45;3 - audio_01-06-2014_03_49_11 05-30.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_46;3 - audio_01-06-2014_03_49_11 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_47;3 - audio_01-06-2014_03_49_11 07-30.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_48;3 - audio_01-06-2014_03_49_11 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_49;3 - audio_01-06-2014_03_49_11 09-30.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_50;3 - audio_01-06-2014_03_49_11 10-30.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_51;3 - audio_01-06-2014_03_49_11 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_52;3 - audio_01-06-2014_03_49_11 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_53;3 - audio_01-06-2014_03_49_11 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_54;3 - audio_01-06-2014_03_49_11 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_55;3 - audio_01-06-2014_03_49_11 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_56;3 - audio_01-06-2014_03_49_11 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_57;3 - audio_01-06-2014_03_49_11 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_58;3 - audio_01-06-2014_03_49_11 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_59;3 - audio_01-06-2014_03_49_11 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_60;3 - audio_01-06-2014_03_49_11 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_61;3 - audio_01-06-2014_03_49_11 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_62;3 - audio_01-06-2014_03_49_11 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_63;3 - audio_01-06-2014_03_49_11 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_64;3 - audio_01-06-2014_03_49_11 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_65;3 - audio_01-06-2014_03_49_11 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_66;3 - audio_01-06-2014_03_49_11 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_67;3 - audio_01-06-2014_03_49_11 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_68;3 - audio_01-06-2014_03_49_11 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_69;3 - audio_01-06-2014_03_49_11 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_44_70;3 - audio_01-06-2014_03_49_11 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 01-30.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 02-30.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 03-30.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 04-30.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 05-30.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 07-30.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 09-30.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 10-30.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_54_12;3 - audio_01-06-2014_03_54_12 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 01-30.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 02-30.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 03-30.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 04-30.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 05-30.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 07-30.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 09-30.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 10-30.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;03_59_12;3 - audio_01-06-2014_03_59_12 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 01-30.mp3;1;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 02-30.mp3;2;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 03-30.mp3;3;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 04-30.mp3;4;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 05-30.mp3;5;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 06-30.mp3;6;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 07-30.mp3;7;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 08-30.mp3;8;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 09-30.mp3;9;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 10-30.mp3;10;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 11-30.mp3;11;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 12-30.mp3;12;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 13-30.mp3;13;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 14-30.mp3;14;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 15-30.mp3;15;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 16-30.mp3;16;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 17-30.mp3;17;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 18-30.mp3;18;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 19-30.mp3;19;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 20-30.mp3;20;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 21-30.mp3;21;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 22-30.mp3;22;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 23-30.mp3;23;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 24-30.mp3;24;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 25-30.mp3;25;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 26-30.mp3;26;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 27-30.mp3;27;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 28-30.mp3;28;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 29-30.mp3;29;0;0;0;0;0;0;;;;0;;;
listens3;01/06/14;04_04_13;3 - audio_01-06-2014_04_04_13 30-30.mp3;30;0;0;0;0;0;0;;;;0;;;
